2026-03-21 13:25:13 [info     ] sqlite_store.opening           path=data\eval_events.db
2026-03-21 13:25:16 [debug    ] sqlite_store.appended          address=seq-smoke-scaffold-2ecca940e9da/seq-smoke-scaffold-2ecca940e9da/colony-c2be91c0 seq=371 type=KnowledgeAccessRecorded
2026-03-21 13:25:17 [info     ] workspace.execute              command='mkdir -p csv_analyzer && cd csv_analyzer && touch __init__.py analyzer.py test_analyzer.py' isolated=False working_dir=data\workspaces\seq-smoke-scaffold-2ecca940e9da\files
2026-03-21 13:25:17 [info     ] workspace.execute              command="git status --porcelain=v1 && echo '---' && git status --short --branch" isolated=False working_dir=data\workspaces\seq-smoke-scaffold-2ecca940e9da\files
2026-03-21 13:25:17 [info     ] workspace.execute              command='find . -type f -name "*.py"' isolated=False working_dir=data\workspaces\seq-smoke-scaffold-2ecca940e9da\files
2026-03-21 13:25:18 [info     ] workspace.execute              command='ls -R' isolated=False working_dir=data\workspaces\seq-smoke-scaffold-2ecca940e9da\files
2026-03-21 13:25:19 [info     ] workspace.execute              command='ls -R' isolated=False working_dir=data\workspaces\seq-smoke-scaffold-2ecca940e9da\files
2026-03-21 13:25:19 [info     ] workspace.execute              command='ls -R' isolated=False working_dir=data\workspaces\seq-smoke-scaffold-2ecca940e9da\files
2026-03-21 13:25:20 [info     ] workspace.execute              command='ls -R' isolated=False working_dir=data\workspaces\seq-smoke-scaffold-2ecca940e9da\files
2026-03-21 13:25:20 [info     ] workspace.execute              command='ls -R' isolated=False working_dir=data\workspaces\seq-smoke-scaffold-2ecca940e9da\files
2026-03-21 13:25:21 [info     ] workspace.execute              command='ls -R' isolated=False working_dir=data\workspaces\seq-smoke-scaffold-2ecca940e9da\files
2026-03-21 13:25:21 [info     ] workspace.execute              command='ls -R' isolated=False working_dir=data\workspaces\seq-smoke-scaffold-2ecca940e9da\files
2026-03-21 13:25:21 [info     ] workspace.execute              command='ls -R' isolated=False working_dir=data\workspaces\seq-smoke-scaffold-2ecca940e9da\files
2026-03-21 13:25:22 [info     ] workspace.execute              command='ls -R' isolated=False working_dir=data\workspaces\seq-smoke-scaffold-2ecca940e9da\files
2026-03-21 13:25:22 [info     ] workspace.execute              command='ls -R' isolated=False working_dir=data\workspaces\seq-smoke-scaffold-2ecca940e9da\files
2026-03-21 13:25:23 [info     ] workspace.execute              command='ls -R' isolated=False working_dir=data\workspaces\seq-smoke-scaffold-2ecca940e9da\files
2026-03-21 13:25:23 [info     ] workspace.execute              command='ls -R' isolated=False working_dir=data\workspaces\seq-smoke-scaffold-2ecca940e9da\files
2026-03-21 13:25:23 [info     ] workspace.execute              command='ls -R' isolated=False working_dir=data\workspaces\seq-smoke-scaffold-2ecca940e9da\files
2026-03-21 13:25:24 [debug    ] sqlite_store.appended          address=seq-smoke-scaffold-2ecca940e9da/seq-smoke-scaffold-2ecca940e9da/colony-c2be91c0 seq=372 type=AgentTurnCompleted
2026-03-21 13:25:24 [debug    ] sqlite_store.appended          address=seq-smoke-scaffold-2ecca940e9da/seq-smoke-scaffold-2ecca940e9da/colony-c2be91c0 seq=373 type=TokensConsumed
2026-03-21 13:25:24 [info     ] compute_router.route           budget_remaining=1.5 caste=reviewer phase=execute reason=routing_table round_num=1 selected=llama-cpp/gpt-4
2026-03-21 13:25:24 [debug    ] sqlite_store.appended          address=seq-smoke-scaffold-2ecca940e9da/seq-smoke-scaffold-2ecca940e9da/colony-c2be91c0 seq=374 type=AgentTurnStarted
2026-03-21 13:25:24 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:24 [debug    ] qdrant.hybrid_search           collection=skill_bank_v2 hits=0 top_k=8
2026-03-21 13:25:24 [info     ] workspace.execute              command="git status --porcelain=v1 && echo '---' && git status --short --branch" isolated=False working_dir=data\workspaces\seq-smoke-scaffold-2ecca940e9da\files
2026-03-21 13:25:25 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:25 [debug    ] qdrant.hybrid_search           collection=scratch_colony-c2be91c0 hits=0 top_k=5
2026-03-21 13:25:25 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:25 [debug    ] qdrant.hybrid_search           collection=seq-smoke-scaffold-2ecca940e9da hits=0 top_k=5
2026-03-21 13:25:25 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:25 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:25 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:25 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:25 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:25 [debug    ] qdrant.hybrid_search           collection=skill_bank_v2 hits=0 top_k=10
2026-03-21 13:25:25 [info     ] knowledge_catalog.forage_trigger_detected query='CSV reader with type inference and summary statistics' result_count=0 top_score=0.0 unique_sources=0 workspace_id=seq-smoke-scaffold-2ecca940e9da
2026-03-21 13:25:25 [debug    ] sqlite_store.appended          address=seq-smoke-scaffold-2ecca940e9da/seq-smoke-scaffold-2ecca940e9da/colony-c2be91c0 seq=375 type=KnowledgeAccessRecorded
2026-03-21 13:25:25 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:25 [debug    ] qdrant.hybrid_search           collection=scratch_colony-c2be91c0 hits=0 top_k=3
2026-03-21 13:25:25 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:25 [debug    ] qdrant.hybrid_search           collection=seq-smoke-scaffold-2ecca940e9da hits=0 top_k=3
2026-03-21 13:25:25 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:25 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:25 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:25 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:25 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:25 [debug    ] qdrant.hybrid_search           collection=skill_bank_v2 hits=0 top_k=6
2026-03-21 13:25:25 [debug    ] sqlite_store.appended          address=seq-smoke-scaffold-2ecca940e9da/seq-smoke-scaffold-2ecca940e9da/colony-c2be91c0 seq=376 type=KnowledgeAccessRecorded
2026-03-21 13:25:26 [info     ] workspace.execute              command="git status --porcelain=v1 && echo '---' && git status --short --branch" isolated=False working_dir=data\workspaces\seq-smoke-scaffold-2ecca940e9da\files
2026-03-21 13:25:26 [debug    ] sqlite_store.appended          address=seq-smoke-scaffold-2ecca940e9da/seq-smoke-scaffold-2ecca940e9da/colony-c2be91c0 seq=377 type=AgentTurnCompleted
2026-03-21 13:25:26 [debug    ] sqlite_store.appended          address=seq-smoke-scaffold-2ecca940e9da/seq-smoke-scaffold-2ecca940e9da/colony-c2be91c0 seq=378 type=TokensConsumed
2026-03-21 13:25:26 [debug    ] sqlite_store.appended          address=seq-smoke-scaffold-2ecca940e9da/seq-smoke-scaffold-2ecca940e9da/colony-c2be91c0 seq=379 type=PhaseEntered
2026-03-21 13:25:26 [debug    ] qwen3_embed.ok                 count=2 dim=1024 is_query=False
2026-03-21 13:25:26 [debug    ] sqlite_store.appended          address=seq-smoke-scaffold-2ecca940e9da/seq-smoke-scaffold-2ecca940e9da/colony-c2be91c0 seq=380 type=RoundCompleted
2026-03-21 13:25:26 [debug    ] sqlite_store.appended          address=seq-smoke-scaffold-2ecca940e9da/seq-smoke-scaffold-2ecca940e9da/colony-c2be91c0 seq=381 type=RoundStarted
2026-03-21 13:25:26 [debug    ] sqlite_store.appended          address=seq-smoke-scaffold-2ecca940e9da/seq-smoke-scaffold-2ecca940e9da/colony-c2be91c0 seq=382 type=ColonyChatMessage
2026-03-21 13:25:26 [debug    ] sqlite_store.appended          address=seq-smoke-scaffold-2ecca940e9da/seq-smoke-scaffold-2ecca940e9da/colony-c2be91c0 seq=383 type=PhaseEntered
2026-03-21 13:25:26 [debug    ] sqlite_store.appended          address=seq-smoke-scaffold-2ecca940e9da/seq-smoke-scaffold-2ecca940e9da/colony-c2be91c0 seq=384 type=PhaseEntered
2026-03-21 13:25:26 [debug    ] sqlite_store.appended          address=seq-smoke-scaffold-2ecca940e9da/seq-smoke-scaffold-2ecca940e9da/colony-c2be91c0 seq=385 type=PhaseEntered
2026-03-21 13:25:26 [debug    ] sqlite_store.appended          address=seq-smoke-scaffold-2ecca940e9da/seq-smoke-scaffold-2ecca940e9da/colony-c2be91c0 seq=386 type=PhaseEntered
2026-03-21 13:25:26 [debug    ] compute_router.unavailable_provider fallback=llama-cpp/gpt-4 prefix=anthropic selected=anthropic/claude-sonnet-4.6
2026-03-21 13:25:26 [info     ] compute_router.route           budget_remaining=1.5 caste=coder phase=execute reason=adapter_fallback round_num=2 selected=llama-cpp/gpt-4
2026-03-21 13:25:26 [debug    ] sqlite_store.appended          address=seq-smoke-scaffold-2ecca940e9da/seq-smoke-scaffold-2ecca940e9da/colony-c2be91c0 seq=387 type=AgentTurnStarted
2026-03-21 13:25:26 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:26 [debug    ] qdrant.hybrid_search           collection=skill_bank_v2 hits=0 top_k=8
2026-03-21 13:25:26 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:26 [debug    ] qdrant.hybrid_search           collection=scratch_colony-c2be91c0 hits=0 top_k=5
2026-03-21 13:25:26 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:26 [debug    ] qdrant.hybrid_search           collection=seq-smoke-scaffold-2ecca940e9da hits=0 top_k=5
2026-03-21 13:25:26 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:26 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:26 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:26 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:26 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:26 [debug    ] qdrant.hybrid_search           collection=skill_bank_v2 hits=0 top_k=10
2026-03-21 13:25:26 [debug    ] sqlite_store.appended          address=seq-smoke-scaffold-2ecca940e9da/seq-smoke-scaffold-2ecca940e9da/colony-c2be91c0 seq=388 type=KnowledgeAccessRecorded
2026-03-21 13:25:27 [info     ] workspace.execute              command='mkdir -p csv_analyzer && cd csv_analyzer && touch __init__.py analyzer.py test_analyzer.py' isolated=False working_dir=data\workspaces\seq-smoke-scaffold-2ecca940e9da\files
2026-03-21 13:25:27 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:27 [debug    ] qdrant.hybrid_search           collection=scratch_colony-c2be91c0 hits=0 top_k=5
2026-03-21 13:25:27 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:27 [debug    ] qdrant.hybrid_search           collection=seq-smoke-scaffold-2ecca940e9da hits=0 top_k=5
2026-03-21 13:25:27 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:27 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:27 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:27 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:27 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:27 [debug    ] qdrant.hybrid_search           collection=skill_bank_v2 hits=0 top_k=10
2026-03-21 13:25:27 [info     ] knowledge_catalog.forage_trigger_detected query='Python CSV analyzer module with summary statistics, column type detection, missi' result_count=0 top_score=0.0 unique_sources=0 workspace_id=seq-smoke-scaffold-2ecca940e9da
2026-03-21 13:25:27 [debug    ] sqlite_store.appended          address=seq-smoke-scaffold-2ecca940e9da/seq-smoke-scaffold-2ecca940e9da/colony-c2be91c0 seq=389 type=KnowledgeAccessRecorded
2026-03-21 13:25:27 [info     ] workspace.execute              command="git log -10 --format='%h %ad %an: %s' --date=short" isolated=False working_dir=data\workspaces\seq-smoke-scaffold-2ecca940e9da\files
2026-03-21 13:25:28 [info     ] workspace.execute              command='mkdir -p csv_analyzer && cd csv_analyzer && touch __init__.py' isolated=False working_dir=data\workspaces\seq-smoke-scaffold-2ecca940e9da\files
2026-03-21 13:25:28 [info     ] workspace.execute              command='mkdir -p csv_analyzer && cd csv_analyzer && touch __init__.py' isolated=False working_dir=data\workspaces\seq-smoke-scaffold-2ecca940e9da\files
2026-03-21 13:25:28 [info     ] workspace.execute              command='mkdir -p csv_analyzer && cd csv_analyzer && touch __init__.py' isolated=False working_dir=data\workspaces\seq-smoke-scaffold-2ecca940e9da\files
2026-03-21 13:25:29 [info     ] workspace.execute              command='mkdir -p csv_analyzer && cd csv_analyzer && touch __init__.py' isolated=False working_dir=data\workspaces\seq-smoke-scaffold-2ecca940e9da\files
2026-03-21 13:25:29 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:29 [debug    ] qdrant.hybrid_search           collection=scratch_colony-c2be91c0 hits=0 top_k=3
2026-03-21 13:25:29 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:29 [debug    ] qdrant.hybrid_search           collection=seq-smoke-scaffold-2ecca940e9da hits=0 top_k=3
2026-03-21 13:25:29 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:29 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:29 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:29 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:29 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:29 [debug    ] qdrant.hybrid_search           collection=skill_bank_v2 hits=0 top_k=6
2026-03-21 13:25:29 [debug    ] sqlite_store.appended          address=seq-smoke-scaffold-2ecca940e9da/seq-smoke-scaffold-2ecca940e9da/colony-c2be91c0 seq=390 type=KnowledgeAccessRecorded
2026-03-21 13:25:30 [info     ] workspace.execute              command='mkdir -p csv_analyzer && cd csv_analyzer && touch __init__.py' isolated=False working_dir=data\workspaces\seq-smoke-scaffold-2ecca940e9da\files
2026-03-21 13:25:30 [info     ] workspace.execute              command='mkdir -p csv_analyzer && cd csv_analyzer && touch __init__.py' isolated=False working_dir=data\workspaces\seq-smoke-scaffold-2ecca940e9da\files
2026-03-21 13:25:30 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=False
2026-03-21 13:25:30 [debug    ] qdrant.upserted                collection=scratch_colony-c2be91c0 count=1 hybrid=True
2026-03-21 13:25:31 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:31 [debug    ] qdrant.hybrid_search           collection=scratch_colony-c2be91c0 hits=1 top_k=5
2026-03-21 13:25:31 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:31 [debug    ] qdrant.hybrid_search           collection=seq-smoke-scaffold-2ecca940e9da hits=0 top_k=5
2026-03-21 13:25:31 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:31 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:31 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:31 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:31 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:31 [debug    ] qdrant.hybrid_search           collection=skill_bank_v2 hits=0 top_k=10
2026-03-21 13:25:31 [debug    ] sqlite_store.appended          address=seq-smoke-scaffold-2ecca940e9da/seq-smoke-scaffold-2ecca940e9da/colony-c2be91c0 seq=391 type=KnowledgeAccessRecorded
2026-03-21 13:25:39 [info     ] workspace.execute              command='mkdir -p csv_analyzer' isolated=False working_dir=data\workspaces\seq-smoke-scaffold-2ecca940e9da\files
2026-03-21 13:25:39 [info     ] workspace.execute              command='mkdir -p csv_analyzer && cd csv_analyzer && touch __init__.py' isolated=False working_dir=data\workspaces\seq-smoke-scaffold-2ecca940e9da\files
2026-03-21 13:25:40 [info     ] workspace.execute              command='mkdir -p csv_analyzer && cd csv_analyzer && mkdir -p tests && touch __init__.py tests/__init__.py' isolated=False working_dir=data\workspaces\seq-smoke-scaffold-2ecca940e9da\files
2026-03-21 13:25:40 [info     ] workspace.execute              command='mkdir -p csv_analyzer && cd csv_analyzer && mkdir -p tests && touch __init__.py tests/__init__.py' isolated=False working_dir=data\workspaces\seq-smoke-scaffold-2ecca940e9da\files
2026-03-21 13:25:41 [info     ] workspace.execute              command='mkdir -p csv_analyzer && cd csv_analyzer && touch __init__.py' isolated=False working_dir=data\workspaces\seq-smoke-scaffold-2ecca940e9da\files
2026-03-21 13:25:41 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:41 [debug    ] qdrant.hybrid_search           collection=scratch_colony-c2be91c0 hits=1 top_k=5
2026-03-21 13:25:41 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:41 [debug    ] qdrant.hybrid_search           collection=seq-smoke-scaffold-2ecca940e9da hits=0 top_k=5
2026-03-21 13:25:41 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:41 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:41 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:41 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:41 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:41 [debug    ] qdrant.hybrid_search           collection=skill_bank_v2 hits=0 top_k=10
2026-03-21 13:25:41 [debug    ] sqlite_store.appended          address=seq-smoke-scaffold-2ecca940e9da/seq-smoke-scaffold-2ecca940e9da/colony-c2be91c0 seq=392 type=KnowledgeAccessRecorded
2026-03-21 13:25:42 [info     ] workspace.execute              command='mkdir -p csv_analyzer && cd csv_analyzer && touch __init__.py' isolated=False working_dir=data\workspaces\seq-smoke-scaffold-2ecca940e9da\files
2026-03-21 13:25:42 [info     ] workspace.execute              command='mkdir -p csv_analyzer && cd csv_analyzer && touch __init__.py' isolated=False working_dir=data\workspaces\seq-smoke-scaffold-2ecca940e9da\files
2026-03-21 13:25:43 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=False
2026-03-21 13:25:43 [debug    ] qdrant.upserted                collection=scratch_colony-c2be91c0 count=1 hybrid=True
2026-03-21 13:25:43 [debug    ] sqlite_store.appended          address=seq-smoke-scaffold-2ecca940e9da/seq-smoke-scaffold-2ecca940e9da/colony-c2be91c0 seq=393 type=AgentTurnCompleted
2026-03-21 13:25:43 [debug    ] sqlite_store.appended          address=seq-smoke-scaffold-2ecca940e9da/seq-smoke-scaffold-2ecca940e9da/colony-c2be91c0 seq=394 type=TokensConsumed
2026-03-21 13:25:43 [info     ] compute_router.route           budget_remaining=1.5 caste=reviewer phase=execute reason=routing_table round_num=2 selected=llama-cpp/gpt-4
2026-03-21 13:25:43 [debug    ] sqlite_store.appended          address=seq-smoke-scaffold-2ecca940e9da/seq-smoke-scaffold-2ecca940e9da/colony-c2be91c0 seq=395 type=AgentTurnStarted
2026-03-21 13:25:43 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:43 [debug    ] qdrant.hybrid_search           collection=skill_bank_v2 hits=0 top_k=8
2026-03-21 13:25:44 [info     ] workspace.execute              command="git status --porcelain=v1 && echo '---' && git status --short --branch" isolated=False working_dir=data\workspaces\seq-smoke-scaffold-2ecca940e9da\files
2026-03-21 13:25:44 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:44 [debug    ] qdrant.hybrid_search           collection=scratch_colony-c2be91c0 hits=2 top_k=5
2026-03-21 13:25:44 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
2026-03-21 13:25:44 [debug    ] qdrant.hybrid_search           collection=seq-smoke-scaffold-2ecca940e9da hits=0 top_k=5
2026-03-21 13:25:44 [debug    ] qwen3_embed.ok                 count=1 dim=1024 is_query=True
